"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","Party5","EducationLevel4","Income5","Income6"
2917,1967,"Male","under $25,000","Married (w/kids)","Bachelor's Degree","Independent","No","No","No","No","Yes","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Right","Yes","No","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","No","No","Yes","No","TMI","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Rent","Pessimist","Mom","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",100,"FALSE","FALSE","FALSE","FALSE"
2926,1996,"Female","over $150,000","Single (no kids)","Current K-12","Democrat","Yes","No","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","No","No","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","Mac","No","Risk-friendly","Yes","Umm...","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Only-child","No","Yes","No",62,"FALSE","FALSE","FALSE","TRUE"
2928,1993,"Female","over $150,000","Married (w/kids)","Master's Degree","Democrat","Yes","No","No","No","Yes","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","Yes","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",100,"FALSE","FALSE","FALSE","TRUE"
2932,1960,"Male","$50,000 - $74,999","Married (no kids)","Associate's Degree","Independent","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","Yes","TMI","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",95,"FALSE","TRUE","FALSE","FALSE"
2950,1989,"Female","under $25,000","Single (no kids)","Master's Degree","Democrat","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","No","No","Talk","People","No","No","No","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","Yes","Space","Yes","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","No","No","No",99,"FALSE","FALSE","FALSE","FALSE"
2958,1977,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Independent","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","No","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","No","No","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",87,"FALSE","FALSE","FALSE","FALSE"
2967,1964,"Female","over $150,000","Single (w/kids)","Bachelor's Degree","Independent","No","No","No","No","No","No","Public","No","Yes","Yes","No","No","Yes","No","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Circumstances","No","No","Yes","No","No","TMI","No","No","Talk","Technology","Yes","Yes","No","No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","Yes","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",24,"FALSE","FALSE","FALSE","TRUE"
2982,1995,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Libertarian","No","Yes","No","No","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","No","No","Idealist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","TMI","Yes","No","Tunes","People","No","No","Yes","No","No","Demanding","Yes","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",101,"FALSE","FALSE","FALSE","FALSE"
2983,1996,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Republican","No","Yes","No","No","Yes","No","Private","No","No","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Me","Yes","No","No","No","Yes","TMI","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",101,"TRUE","FALSE","FALSE","FALSE"
2994,1968,"Male","under $25,000","Married (w/kids)","Master's Degree","Libertarian","No","No","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","No","Yes","Yes","Yes","A.M.","No","End","No","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",97,"FALSE","FALSE","FALSE","FALSE"
2997,1996,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","No","No","No","No","TMI","Yes","Yes","Talk","People","No","No","Yes","No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","Yes","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Own","Pessimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",24,"TRUE","FALSE","FALSE","FALSE"
3013,1990,"Male","over $150,000","Married (no kids)","Current K-12","Republican","No","Yes","No","No","No","No","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","No","No","No","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","No","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",49,"TRUE","FALSE","FALSE","TRUE"
3016,1973,"Male","$75,000 - $100,000","Single (no kids)","Associate's Degree","Independent","Yes","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","People","Yes","No","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes",21,"FALSE","TRUE","FALSE","FALSE"
3026,1980,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Independent","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","Yes","No","Talk","Technology","No","Yes","No","No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",24,"FALSE","FALSE","FALSE","FALSE"
3031,1992,"Female","over $150,000","Single (no kids)","Current Undergraduate","Independent","No","Yes","No","No","No","No","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","No","Yes","Yes","No","No","No",96,"FALSE","FALSE","FALSE","TRUE"
3032,1997,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Libertarian","No","Yes","No","No","No","Yes","Public","No","No","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","Yes","No","No","Yes","No","TMI","No","No","Tunes","People","No","No","No","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","Yes","Socialize","Yes","In-person","No","Yes","No","Yes","Yay people!","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Own","Optimist","Mom","No","No","No","Yes","Check!","No","No","No","No","Yes","No","Yes","No","No","Yes",85,"FALSE","FALSE","FALSE","FALSE"
3041,1987,"Female","under $25,000","Single (no kids)","Current Undergraduate","Other","No","No","No","Yes","No","Yes","Private","No","No","No","No","Yes","No","Yes","Art","Try first","No","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","No","TMI","No","No","Tunes","Technology","Yes","No","No","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",75,"FALSE","FALSE","FALSE","FALSE"
3045,1985,"Female","$100,001 - $150,000","Married (no kids)","Master's Degree","Libertarian","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes",94,"FALSE","FALSE","TRUE","FALSE"
3050,1957,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","No","Receiving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",100,"TRUE","FALSE","FALSE","TRUE"
3057,1981,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Independent","No","No","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","No","No","Yes","No","No","No",89,"FALSE","FALSE","FALSE","FALSE"
3060,1997,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Other","No","Yes","No","No","Yes","Yes","Private","No","Yes","Yes","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","No","Start","No","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","No","No","Yes","Yes","No","No",82,"FALSE","FALSE","TRUE","FALSE"
3061,1949,"Male","over $150,000","Married (w/kids)","Current K-12","Republican","No","No","No","No","No","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","No","No","Me","Yes","Yes","Yes","No","Yes","TMI","Yes","No","Tunes","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",77,"TRUE","FALSE","FALSE","TRUE"
3064,1985,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",31,"TRUE","FALSE","FALSE","FALSE"
3065,1986,"Female","under $25,000","Single (no kids)","High School Diploma","Democrat","Yes","Yes","No","No","Yes","No","Private","No","No","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","No","No","No","Yay people!","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No",67,"FALSE","FALSE","FALSE","FALSE"
3068,1968,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Independent","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","No","Yes","TMI","No","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",31,"FALSE","FALSE","TRUE","FALSE"
3082,1981,"Male","under $25,000","Single (no kids)","Associate's Degree","Independent","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",87,"FALSE","TRUE","FALSE","FALSE"
3094,1943,"Male","over $150,000","Single (no kids)","Master's Degree","Republican","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes",101,"TRUE","FALSE","FALSE","TRUE"
3095,1983,"Male","$50,000 - $74,999","Single (no kids)","Associate's Degree","Republican","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","No","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","Yes","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes",97,"TRUE","TRUE","FALSE","FALSE"
3096,1990,"Female","over $150,000","Domestic Partners (w/kids)","Current Undergraduate","Republican","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","No","Grrr people","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Rent","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",84,"TRUE","FALSE","FALSE","TRUE"
3098,1985,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","Republican","Yes","Yes","No","Yes","Yes","Yes","Private","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Receiving","No","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","No","Yes","No","TMI","No","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Rent","Optimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",101,"TRUE","FALSE","FALSE","FALSE"
3103,1949,"Female","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","No","Start","Yes","Yes","Me","No","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",45,"FALSE","FALSE","FALSE","FALSE"
3108,1990,"Male","$75,000 - $100,000","Single (w/kids)","Current Undergraduate","Libertarian","No","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","No","Yes","Yes","Receiving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",78,"FALSE","FALSE","FALSE","FALSE"
3117,1995,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","Yes","Yes","No","No","No","No","Public","No","Yes","Yes","No","No","Yes","Yes","Art","Try first","No","No","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Yes","Yes","No","No",95,"FALSE","FALSE","FALSE","FALSE"
